Accident_Index;longitude;latitude;Police_Force;Accident_Severity;Number_of_Vehicles;Number_of_Casualties;Day_of_Week;Time;Local_Authority_(District);Local_Authority_(Highway);1st_Road_Class;1st_Road_Number;Road_Type;Speed_limit;Junction_Detail;Junction_Control;2nd_Road_Class;2nd_Road_Number;Pedestrian_Crossing-Human_Control;Pedestrian_Crossing-Physical_Facilities;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Special_Conditions_at_Site;Carriageway_Hazards;Urban_or_Rural_Area;Did_Police_Officer_Attend_Scene_of_Accident;LSOA_of_Accident_Location;Date
23504;766.713.009;8.883.103.093;1;3;1;1;4;07:10;26;E09000017;3;4;3;30;8;4;6;0;0;0;1;1;1;0;0;1;2;E01002447;07/12/2018
23505;7.660.887.903;8.869.823.471;1;3;3;1;7;20:30;26;E09000017;5;0;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01002399;10/12/2018
23506;7.666.011.274;889.305.741;1;3;3;1;6;12:15;26;E09000017;4;467;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01002461;02/12/2018
23507;766.269.594;8.868.603.158;1;3;1;1;7;13:38;26;E09000017;5;0;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;1;E01002554;10/12/2018
23508;7.666.669.823;8.888.496.396;1;3;2;1;3;16:00;26;E09000017;3;3044;6;30;1;4;4;3378;0;0;4;1;1;0;0;2;2;E01002444;06/12/2018
23509;7.664.472.681;8.894.372.715;1;3;2;2;2;19:23;26;E09000017;3;4020;3;40;7;4;5;0;0;0;4;1;1;0;0;1;1;E01002414;28/11/2018
23510;7.661.297.032;8.891.259.745;1;3;2;3;5;08:05;26;E09000017;3;437;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002448;08/12/2018
23511;7.665.256.692;8.877.163.712;1;3;2;2;3;11:29;26;E09000017;3;4020;3;40;3;2;5;0;0;0;1;1;2;0;0;1;1;E01002414;29/11/2018
23512;7.669.299.659;8.885.910.899;1;3;2;1;6;19:30;26;E09000017;1;4;3;70;0;-1;-1;0;0;0;4;1;1;0;0;2;1;E01002446;09/12/2018
23513;7.663.576.047;8.869.020.021;1;3;2;1;2;19:50;26;E09000017;5;0;1;30;1;4;3;312;0;0;4;1;1;0;0;1;1;E01002543;12/12/2018
23514;766.522.368;8.873.227.408;1;3;2;1;3;06:54;26;E09000017;3;437;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;E01002489;29/11/2018
23515;7.666.599.938;8.895.968.421;1;3;2;1;4;07:55;26;E09000017;3;4020;3;30;3;2;5;0;0;0;1;1;1;0;0;1;2;E01002508;30/11/2018
23516;7.663.281.248;8.881.194.601;1;3;2;2;2;22:10;26;E09000017;5;0;1;30;1;4;5;0;0;0;4;1;2;0;0;1;1;E01002223;12/12/2018
23517;7.667.861.765;8.877.450.982;1;3;2;1;3;13:45;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002438;13/12/2018
23518;7.662.504.407;8.884.092.176;1;3;2;1;6;18:01;26;E09000017;3;408;6;30;0;-1;-1;0;0;8;4;1;1;0;0;1;1;E01002517;16/12/2018
23519;7.666.721.742;886.474.596;1;3;2;1;2;10:05;26;E09000017;3;4180;6;40;1;4;3;40;0;0;1;1;1;0;0;1;1;E01002499;05/12/2018
23520;7.667.543.526;888.144.539;1;3;3;2;7;15:08;26;E09000017;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002421;10/12/2018
23521;7.666.921.992;8.870.888.973;1;3;2;1;5;22:02;26;E09000017;5;0;6;30;3;4;6;0;0;8;4;2;2;0;0;1;1;E01002437;01/12/2018
23522;7.668.032.093;8.880.688.719;1;3;3;2;2;17:25;26;E09000017;4;467;6;30;0;-1;-1;0;0;0;4;2;2;0;0;1;1;E01002458;05/12/2018
23523;7.667.926.486;8.872.048.055;1;3;2;1;3;10:47;26;E09000017;3;404;6;30;0;-1;-1;0;0;0;1;1;2;0;0;1;1;E01002475;06/12/2018
23524;7.667.490.298;8.875.877.428;1;2;2;1;5;17:42;26;E09000017;5;0;1;30;2;4;5;0;0;0;4;1;2;0;0;1;1;E01002412;08/12/2018
23525;7.661.881.265;8.875.226.986;1;3;2;1;6;23:20;26;E09000017;3;408;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002552;16/12/2018
23526;766.512.733;8.871.174.327;1;3;2;1;4;17:30;26;E09000017;5;0;6;30;6;2;5;0;0;0;4;1;1;0;0;1;2;E01002422;14/12/2018
23527;7.669.763.991;8.879.076.467;1;3;1;1;7;22:52;26;E09000017;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002494;17/12/2018
23528;7.665.185.543;8.892.991.351;1;3;2;2;5;23:45;26;E09000017;5;0;6;30;3;4;4;466;0;0;4;2;2;0;0;1;1;E01002433;15/12/2018
23529;7.669.450.059;8.892.693.239;1;3;2;1;6;11:30;26;E09000017;3;4;3;60;6;4;3;4;0;0;1;1;1;0;0;1;1;E01002447;25/11/2018
23530;7.662.146.981;8.889.309.553;1;3;1;1;4;12:45;26;E09000017;3;437;7;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002456;30/11/2018
23531;7.661.828.879;8.867.780.785;1;2;2;1;4;17:00;26;E09000017;4;470;6;30;3;4;6;0;0;0;4;2;2;0;0;1;1;E01002519;30/11/2018
23532;7.661.076.949;8.880.418.308;1;3;2;1;5;16:40;26;E09000017;3;4020;6;30;0;-1;-1;0;0;0;7;1;1;0;0;1;2;E01002522;01/12/2018
23533;7.665.395.741;8.870.910.128;1;3;1;1;7;15:47;26;E09000017;3;312;2;30;5;4;6;0;0;0;1;1;1;0;0;1;1;E01002505;26/11/2018
23534;7.668.827.882;8.881.600.432;1;3;1;1;3;17:39;26;E09000017;5;0;6;30;3;4;5;0;0;0;1;1;1;0;0;1;1;E01002407;29/11/2018
23535;7.667.044.095;8.869.528.972;1;3;1;1;3;19:15;26;E09000017;6;0;6;30;9;4;6;0;0;0;4;1;2;0;0;1;1;E01002392;06/12/2018
23536;7.661.850.516;8.870.235.177;1;3;2;1;5;10:10;26;E09000017;5;0;1;30;2;4;5;0;0;0;1;1;1;0;0;1;1;E01002507;10/11/2018
23537;7.668.797.752;8.866.673.953;1;3;2;1;6;18:08;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002494;04/11/2018
23538;7.667.939.657;8.880.481.406;1;3;1;1;6;13:58;26;E09000017;3;4020;3;40;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002397;09/12/2018
23539;7.663.203.395;8.893.545.067;1;3;2;1;2;07:00;26;E09000017;6;0;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01002487;12/12/2018
23540;766.592.218;8.884.130.891;1;3;1;1;4;16:07;26;E09000017;4;466;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002463;16/11/2018
23541;7.666.397.051;887.229.538;1;3;1;1;4;14:40;26;E09000017;3;408;1;30;1;4;4;465;0;0;1;1;2;0;0;1;1;E01002548;07/12/2018
23542;7.664.708.045;8.865.344.637;1;3;1;1;6;06:09;26;E09000017;3;3044;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002446;23/12/2018
23543;7.664.816.423;8.891.656.724;1;2;2;1;7;22:55;26;E09000017;5;0;6;60;3;4;6;0;0;0;6;1;2;0;0;2;1;E01002441;24/12/2018
23544;7.663.493.469;8.866.361.829;1;3;2;1;2;13:30;26;E09000017;5;0;6;30;9;4;6;0;0;0;1;1;2;0;0;1;1;E01002501;12/12/2018
23545;7.664.032.707;8.882.733.263;1;3;2;1;7;00:43;26;E09000017;5;0;6;30;3;4;6;0;0;1;4;1;2;0;0;1;1;E01002432;24/12/2018
23546;7.661.442.973;8.876.322.273;1;3;2;1;7;17:03;26;E09000017;3;408;6;30;8;4;6;0;0;0;4;1;2;0;0;1;1;E01002519;24/12/2018
23547;7.662.879.359;8.887.855.056;1;3;2;1;1;18:30;26;E09000017;4;466;6;30;8;4;6;0;0;0;4;1;4;0;0;1;1;E01002433;25/12/2018
23548;766.607.095;8.888.445.286;1;3;3;2;3;23:07;26;E09000017;4;466;1;30;2;4;4;466;0;0;4;1;2;0;0;1;1;E01002435;27/12/2018
23549;7.661.326.766;8.866.612.933;1;3;2;2;5;15:00;26;E09000017;3;4020;6;30;3;4;3;4020;0;0;1;1;1;0;0;1;1;E01002409;22/12/2018
23550;7.665.068.793;8.867.446.668;1;3;2;2;5;18:00;26;E09000017;3;408;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002519;22/12/2018
23551;7.662.154.421;8.868.500.685;1;3;3;1;5;22:50;26;E09000017;4;466;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002435;22/12/2018
23552;7.667.758.585;886.815.296;1;3;2;1;6;15:37;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;2;0;0;2;1;E01002441;23/12/2018
23553;7.667.594.429;8.892.780.399;1;3;1;1;4;03:01;26;E09000017;3;437;6;30;3;4;3;437;0;0;4;8;4;0;0;1;1;E01002405;28/12/2018
23554;7.665.302.875;8.895.827.118;1;2;4;1;6;20:10;26;E09000017;5;0;6;30;8;4;6;0;0;0;4;2;2;0;0;1;1;E01002466;23/12/2018
23555;7.669.740.979;8.893.823.114;1;3;2;1;6;14:33;26;E09000017;1;25;2;70;0;-1;-1;0;0;0;1;2;2;0;0;2;1;E01002444;30/12/2018
23556;7.665.743.279;8.884.805.515;1;2;2;1;7;15:05;26;E09000017;4;469;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002476;31/12/2018
23557;766.906.537;887.029.003;1;3;2;1;7;15:30;26;E09000017;3;312;3;50;5;4;3;312;0;0;1;2;2;0;0;1;1;E01002507;31/12/2018
23558;7.667.065.588;8.875.734.756;1;3;2;1;3;12:05;26;E09000017;4;466;6;30;3;4;4;466;0;0;1;1;1;0;0;1;1;E01002536;13/12/2018
23559;7.669.362.864;8.885.547.826;1;3;2;1;6;19:30;26;E09000017;4;472;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;2;E01002481;02/12/2018
23560;7.668.222.693;8.865.403.817;1;3;2;1;5;13:05;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002525;08/12/2018
23561;7.666.462.348;8.889.178.408;1;3;1;1;7;02:30;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;4;1;1;0;7;1;2;E01002421;10/12/2018
23562;766.346.741;8.870.946.565;1;3;1;1;6;08:50;26;E09000017;5;0;6;30;2;4;6;0;0;0;1;1;1;0;0;1;2;E01002497;16/12/2018
23563;7.662.897.173;8.890.125.775;1;3;2;1;6;13:00;26;E09000017;3;408;6;30;0;-1;-1;0;0;0;1;4;1;0;0;1;2;E01002524;16/12/2018
23564;7.668.824.139;8.883.000.872;1;3;2;1;6;18:20;26;E09000017;5;0;6;30;3;4;5;0;0;0;4;1;1;0;0;1;2;E01002406;16/12/2018
23565;766.435.544;886.520.605;1;3;2;1;7;09:50;26;E09000017;1;4;6;30;1;4;1;4;0;0;1;1;1;0;0;1;2;E01002446;17/12/2018
23566;7.664.060.264;8.873.331.143;1;3;2;1;5;18:45;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;5;1;1;0;0;2;2;E01002461;22/12/2018
23567;7.668.790.951;8.878.721.185;1;3;2;1;7;15:00;26;E09000017;3;4180;6;30;3;4;6;0;0;0;1;1;1;0;0;1;2;E01002538;24/12/2018
23568;7.667.432.611;887.701.969;1;3;2;1;7;16:40;26;E09000017;5;0;6;30;6;2;5;0;0;5;4;1;1;0;0;1;2;E01002470;31/12/2018
23569;7.668.427.048;8.883.540.781;1;3;2;1;6;10:00;26;E09000017;1;4;1;30;1;4;1;4;0;0;1;1;1;0;0;1;1;E01002446;23/12/2018
23570;7.661.530.338;8.868.034.382;1;3;3;1;7;01:29;26;E09000017;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002432;17/12/2018
23571;7.668.984.164;8.887.491.692;1;3;1;1;1;10:47;26;E09000017;5;0;6;30;3;4;5;0;0;0;1;2;4;0;0;1;1;E01002407;11/12/2018
23572;7.662.514.132;8.872.135.244;1;3;2;1;6;08:05;26;E09000017;3;4020;3;30;3;4;5;0;0;4;1;1;1;0;0;1;1;E01002414;16/12/2018
23573;7.666.503.584;8.889.218.553;1;3;1;1;3;10:40;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002405;13/12/2018
23574;7.664.725.828;8.889.829.946;1;3;3;1;2;07:29;26;E09000017;5;0;6;30;3;4;6;0;0;0;5;8;4;0;0;1;1;E01002533;21/11/2018
23575;766.413.693;8.864.806.271;1;3;1;2;2;20:25;26;E09000017;5;0;6;30;3;4;6;0;0;0;6;8;4;0;0;2;1;E01002461;19/12/2018
23576;7.668.459.371;8.886.187.909;1;3;3;3;5;15:22;26;E09000017;3;4020;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002511;10/11/2018
23577;7.667.573.689;8.891.897.552;1;3;2;1;1;11:45;26;E09000017;3;4020;3;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002546;04/12/2018
23578;7.661.586.251;8.881.597.646;1;3;1;1;4;15:51;26;E09000017;3;437;6;30;5;4;3;437;0;5;1;1;1;0;0;1;1;E01002452;07/12/2018
23579;7.666.424.196;8.886.613.747;1;3;2;1;6;07:25;26;E09000017;3;437;6;30;6;2;6;0;0;5;1;7;2;0;0;1;1;E01002513;09/12/2018
23580;7.665.294.923;8.880.098.936;1;2;1;1;6;15:30;26;E09000017;3;404;6;30;3;4;3;404;0;0;1;2;2;0;0;1;1;E01002472;09/12/2018
23581;7.667.639.545;8.883.209.953;1;3;1;1;5;21:00;26;E09000017;5;0;6;30;6;2;5;0;0;5;4;7;1;0;0;1;1;E01002422;15/12/2018
23582;766.882.842;8.871.674.451;1;3;2;1;6;20:30;26;E09000017;3;312;1;30;1;4;5;0;0;0;4;1;1;0;0;1;2;E01002543;16/12/2018
23583;7.665.485.541;8.866.165.125;1;3;2;1;1;21:51;26;E09000017;4;466;1;30;1;4;4;466;0;0;4;2;2;0;0;1;1;E01002435;18/12/2018
23584;7.669.633.698;8.894.093.352;1;3;1;1;4;11:37;26;E09000017;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002468;21/12/2018
23585;7.664.397.745;8.876.649.609;1;3;2;1;3;19:38;26;E09000017;4;466;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002480;20/12/2018
23586;7.668.294.881;8.880.793.735;1;3;3;1;1;16:31;26;E09000017;3;4020;3;40;6;2;5;0;0;5;4;1;2;0;0;1;1;E01002414;04/12/2018
23587;7.664.945.115;8.887.481.928;1;3;2;1;2;22:00;26;E09000017;3;40;3;70;0;-1;-1;0;0;0;4;1;2;0;0;2;1;E01002512;12/12/2018
23588;7.668.215.148;8.880.142.984;1;3;2;1;2;18:49;26;E09000017;5;0;6;30;3;4;6;0;0;0;4;1;1;0;0;2;1;E01002441;12/12/2018
23589;7.661.539.731;88.931.188;1;2;2;1;5;18:19;26;E09000017;4;467;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01002512;15/12/2018
23590;7.662.378.503;8.882.388.976;1;3;3;1;6;17:06;26;E09000017;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01002425;16/12/2018
23591;76.697.421;8.873.964.701;1;3;1;1;7;10:40;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002515;17/12/2018
23592;7.669.148.098;8.878.205.461;1;3;2;1;4;18:45;26;E09000017;4;466;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;2;E01002460;23/11/2018
23593;7.665.696.576;8.871.942.167;1;3;1;2;7;19:35;26;E09000017;6;0;6;30;6;2;6;0;0;0;4;1;1;0;0;1;1;E01002399;10/12/2018
23594;7.668.924.796;8.884.352.206;1;3;2;1;2;06:17;26;E09000017;3;437;6;30;0;-1;-1;0;0;0;4;2;2;0;0;1;1;E01002448;19/12/2018
23595;7.668.195.326;8.875.899.877;1;3;2;1;3;13:17;26;E09000017;1;25;3;70;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002444;20/12/2018
23596;7.669.603.835;8.866.760.348;1;3;3;1;6;14:06;26;E09000017;6;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;E01002434;07/10/2018
23597;7.669.063.739;8.876.486.508;1;3;2;1;3;12:15;26;E09000017;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002529;20/12/2018
23598;7.663.362.467;8.870.160.388;1;3;2;1;4;13:25;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01002442;21/12/2018
23599;7.665.562.555;8.875.104.471;1;3;2;1;4;12:23;26;E09000017;4;466;6;30;3;4;6;0;0;0;1;1;2;0;0;1;1;E01002463;07/12/2018
23600;7.665.584.373;8.874.631.602;1;3;3;1;7;18:20;26;E09000017;3;404;6;30;0;-1;-1;0;0;0;4;1;1;0;0;2;1;E01023849;24/12/2018
23601;7.661.709.913;887.059.761;1;3;2;1;2;07:15;26;E09000017;3;40;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;2;E01002499;05/12/2018
23602;7.667.961.125;8.893.415.135;1;3;2;2;7;16:30;26;E09000017;3;312;6;30;1;4;5;0;0;0;4;1;1;0;0;1;2;E01002545;03/12/2018
23603;7.665.393.919;8.890.779.574;1;3;2;1;1;10:30;26;E09000017;6;0;6;30;6;2;6;0;0;5;1;1;1;0;0;1;2;E01002515;11/12/2018
23604;7.663.415.807;8.877.518.972;1;3;2;1;3;00:55;26;E09000017;6;0;6;30;3;4;3;437;0;0;4;1;1;0;0;1;1;E01002513;27/12/2018
23605;7.667.768.445;8.871.605.825;1;3;2;1;5;06:45;26;E09000017;1;25;3;70;0;-1;-1;0;0;0;1;1;1;0;0;2;2;E01002444;24/11/2018
23606;7.663.461.081;8.875.278.548;1;3;2;1;4;13:30;26;E09000017;4;466;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01002463;14/12/2018
23607;7.665.635.729;8.896.420.062;1;3;2;1;5;06:45;27;E09000009;3;4020;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01001337;10/11/2018
23608;7.665.704.086;8.877.874.193;1;3;2;1;2;17:40;26;E09000017;3;312;6;30;8;4;6;0;0;0;4;1;1;0;0;1;2;E01002489;12/12/2018
23609;7.661.111.136;889.582.081;1;3;2;1;1;14:02;26;E09000017;3;408;3;50;6;2;3;408;0;5;1;1;1;0;0;1;1;E01002446;30/10/2018
23610;7.662.496.118;8.866.777.732;1;3;3;1;5;08:20;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;2;2;0;0;1;1;E01002496;03/11/2018
23611;7.668.185.621;8.864.707.974;1;3;1;1;5;13:45;26;E09000017;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002533;25/08/2018
23612;7.667.716.043;8.894.489.306;1;2;2;1;4;20:38;26;E09000017;3;4;3;40;3;4;6;0;0;0;4;1;2;0;0;1;1;E01002447;23/11/2018
23613;7.663.121.008;8.892.744.226;1;3;2;1;6;15:25;26;E09000017;3;437;6;30;6;2;3;437;0;5;1;1;1;0;0;1;1;E01002489;04/11/2018
23614;7.669.347.949;8.869.967.252;1;3;2;2;7;00:44;26;E09000017;3;437;6;30;0;-1;-1;0;0;0;4;1;4;0;0;1;1;E01002406;19/11/2018
23615;7.669.727.617;8.888.860.045;1;3;1;1;5;17:20;26;E09000017;5;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01002497;01/12/2018
23616;7.665.997.117;8.887.935.667;1;3;1;1;7;11:57;29;E09000015;3;4127;6;30;0;-1;-1;0;0;4;1;1;1;0;0;1;1;E01002135;01/01/2018
23617;766.898.672;887.504.772;1;3;3;1;7;18:18;27;E09000009;5;0;6;30;0;-1;-1;0;0;0;4;4;1;0;0;1;1;E01001329;08/01/2018
23618;7.666.118.432;8.893.878.578;1;3;1;1;4;06:40;27;E09000009;3;3005;3;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01001361;12/01/2018
23619;7.666.386.403;8.874.059.091;1;3;2;1;5;18:48;27;E09000009;3;3005;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01001361;06/01/2018
23620;7.662.947.554;8.879.084.185;1;3;2;1;3;18:04;27;E09000009;4;452;6;30;3;4;4;4491;0;0;4;5;2;0;0;1;1;E01001300;04/01/2018
23621;7.669.047.218;8.882.284.762;1;3;2;1;2;11:15;27;E09000009;5;0;6;30;6;4;6;0;0;0;1;2;2;0;0;1;1;E01001313;10/01/2018
23622;766.663.252;8.867.336.129;1;3;2;2;4;23:49;27;E09000009;5;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01001325;12/01/2018
23623;7.664.587.976;8.868.531.285;1;3;2;1;3;05:30;27;E09000009;5;0;6;30;0;-1;-1;0;0;1;4;1;1;0;0;1;1;E01001367;11/01/2018
23624;7.661.994.557;8.878.938.999;1;3;2;1;4;08:55;27;E09000009;6;0;6;30;9;4;6;0;0;1;1;1;1;0;0;1;1;E01001211;12/01/2018
23625;7.664.879.824;8.890.902.591;1;3;2;1;5;23:57;27;E09000009;3;406;3;40;6;2;4;4491;0;5;4;1;1;0;0;1;1;E01001231;13/01/2018
23626;766.215.307;8.882.649.173;1;3;2;1;1;19:57;27;E09000009;3;4020;3;30;6;4;4;452;0;0;4;1;1;0;0;1;1;E01001388;16/01/2018
23627;7.665.817.814;8.896.122.427;1;3;2;1;7;10:02;27;E09000009;3;312;6;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01001323;08/01/2018
23628;7.665.846.335;8.872.807.815;1;3;1;1;4;17:50;27;E09000009;4;455;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01001228;12/01/2018
23629;7.662.533.211;8.878.917.929;1;3;2;1;6;12:45;25;E09000018;3;312;3;50;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01002637;14/01/2018
23630;7.669.556.656;8.892.787.128;1;3;2;1;6;08:06;27;E09000009;3;406;3;40;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01001276;14/01/2018
23631;7.669.652.873;8.865.051.599;1;3;2;1;3;10:45;27;E09000009;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;E01001246;18/01/2018
23632;7.667.767.585;8.877.381.794;1;3;2;1;1;12:49;27;E09000009;6;0;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01001370;30/01/2018
23633;7.666.570.588;8.886.436.822;1;2;1;1;6;16:13;27;E09000009;3;4127;3;30;3;4;6;0;0;0;1;2;2;0;0;1;1;E01001267;28/01/2018
23634;7.667.085.108;889.595.004;1;3;1;1;5;23:15;27;E09000009;3;4020;3;30;0;-1;-1;0;0;4;4;2;2;0;0;1;1;E01001221;27/01/2018
23635;766.205.217;8.887.183.892;1;3;2;1;5;17:20;27;E09000009;4;312;1;30;1;2;3;312;0;0;4;2;2;0;0;1;2;E01001328;27/01/2018
23636;7.661.856.557;8.886.007.144;1;3;1;1;3;08:25;27;E09000009;3;40;2;50;5;4;3;4127;0;0;1;8;2;0;0;1;1;E01001349;25/01/2018
23637;7.661.341.651;8.871.698.296;1;3;2;1;1;10:00;27;E09000009;6;0;3;30;3;4;3;4020;0;0;1;1;1;0;0;1;1;E01001359;30/01/2018
23638;7.661.554.513;8.884.475.353;1;3;2;1;2;13:28;11;E09000013;5;0;6;30;3;4;6;0;0;5;1;1;1;0;0;1;1;E01001959;24/01/2018
23639;7.664.888.913;8.872.382.606;1;3;2;1;1;16:33;27;E09000009;6;0;6;30;3;4;4;455;0;0;4;1;1;0;0;1;1;E01001261;23/01/2018
23640;766.763.636;8.894.397.755;1;2;3;1;3;17:56;27;E09000009;3;4020;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;E01001354;25/01/2018
23641;7.664.279.518;8.868.402.343;1;3;2;2;6;21:55;27;E09000009;3;40;2;40;7;2;3;406;0;5;4;1;1;0;0;1;1;E01001278;21/01/2018
23642;7.667.101.153;8.891.490.099;1;3;2;1;6;08:30;27;E09000009;5;0;6;30;8;4;6;0;0;0;1;1;1;0;0;1;2;E01001243;14/01/2018
23643;7.669.638.065;8.877.141.457;1;3;2;1;7;20:30;27;E09000009;3;4127;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;3;E01001261;22/01/2018
23644;7.667.603.086;888.319.234;1;3;2;1;2;09:05;27;E09000009;3;3005;1;30;1;4;3;3005;0;0;1;1;1;0;0;1;1;E01001369;31/01/2018
23645;7.664.491.133;8.883.364.699;1;2;2;1;6;17:37;27;E09000009;3;4127;6;30;0;-1;-1;0;0;0;4;1;2;0;0;1;1;E01001218;28/01/2018
23646;7.669.099.914;8.883.980.773;1;3;2;1;2;18:35;27;E09000009;3;4020;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01001250;31/01/2018
23647;7.662.723.331;889.402.636;1;3;2;1;6;21:59;27;E09000009;6;0;6;30;3;4;3;4020;0;0;4;1;1;0;0;1;1;E01001351;28/01/2018
23648;7.664.328.244;8.890.450.249;1;3;1;1;7;06:28;27;E09000009;3;40;3;40;3;4;5;0;0;0;1;2;2;0;0;1;1;E01001196;12/02/2018
23649;7.669.673.653;886.952.453;1;3;2;1;4;16:36;27;E09000009;6;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;E01001373;23/02/2018
23650;7.662.422.674;888.456.125;1;3;3;1;6;18:00;27;E09000009;4;4023;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;2;E01001239;28/01/2018
23651;7.666.028.952;8.887.280.082;1;3;2;2;7;14:40;25;E09000018;5;0;6;30;3;4;6;0;0;0;1;1;1;0;0;1;3;E01002637;29/01/2018
23652;7.668.310.232;8.894.724.467;1;3;1;1;7;00:15;32;E09000010;3;1055;6;40;9;4;6;0;0;0;4;1;1;0;0;1;1;E01001427;01/01/2018
23653;7.668.860.664;8.887.818.252;1;2;1;1;4;14:02;32;E09000010;3;1005;6;40;0;-1;-1;0;0;0;1;1;1;0;0;2;1;E01001417;05/01/2018
23654;7.663.675.962;88.751.456;1;3;3;1;2;18:10;32;E09000010;1;25;3;70;0;-1;-1;0;0;0;4;1;1;0;0;2;1;E01001412;10/01/2018
23655;7.662.279.667;8.894.347.901;1;3;1;1;2;14:18;32;E09000010;3;1010;6;30;0;-1;-1;0;0;0;1;1;1;0;0;1;1;E01001507;03/01/2018
23656;7.663.269.181;8.881.214.853;1;3;3;1;3;17:00;32;E09000010;6;0;6;30;0;-1;-1;0;0;0;4;2;2;0;0;1;1;E01001418;04/01/2018
23657;766.993.406;8.864.943.349;1;3;1;1;6;00:26;32;E09000010;3;109;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;E01001528;07/01/2018
23658;7.666.527.044;8.868.899.456;1;2;2;1;6;08:05;32;E09000010;3;10;3;40;3;4;5;0;0;4;1;1;1;0;0;1;1;E01001478;07/01/2018
23659;7.666.952.038;8.895.617.051;1;3;4;1;3;13:40;32;E09000010;6;0;2;30;3;4;6;0;0;0;1;1;2;0;0;1;1;E01001451;11/01/2018
23660;7.668.030.162;8.879.393.215;1;3;1;1;6;10:04;32;E09000010;5;0;6;30;9;4;6;0;0;1;1;1;1;0;0;1;1;E01001542;07/01/2018
23661;7.666.692.118;8.873.521.751;1;3;3;1;2;17:25;4;E09000012;6;0;6;30;0;-1;-1;0;0;0;4;1;1;0;0;1;1;E01001747;03/01/2018
